iteration,chain,metapop_size_dispersion,prob_detect,prob_transmission,R0_other,detect_dispersion,init_infs,chg_pnt
1,1,0.6401871417645837,0.6209625133818788,0.2554315025233007,0.03798600678020196,0.0017045559381123861,9.229824336660215,168.4628606242419
2,1,0.06694105589604837,0.1777829920867922,0.27542109049618396,0.06378697712283006,0.0030006482165533255,6.0719613973131885,154.35504707077388
3,1,1.705915004775043,0.1628256258687771,0.3416083850175464,0.04293887081832843,0.0004731823467664586,8.09786593944022,192.94455667749784
4,1,0.2464716282786499,0.37986686168673267,0.20298324452815908,0.05983341925382143,0.0014282966997967524,9.688224118156619,161.86716733862173
5,1,1.7480512085254216,0.19180855500072228,0.32182962074840504,0.02997648316997942,0.000748554982242665,12.518518151206354,186.3931379226096
6,1,2.1071911292210035,0.15996954434644076,0.3694450604658445,0.04432336080172477,0.0003647316138352068,15.307039531844385,191.16060706559958
7,1,1.1683934262730102,0.24779569344303362,0.28781448031417256,0.053935515818649374,0.0004636179723296514,12.979075182217318,173.60153165116498
8,1,0.48712613538966815,0.1983961506662184,0.30859601729020664,0.07205004947092956,0.00043993717014601197,8.334646128892103,161.4754241533204
9,1,0.8337331979094602,0.1976023172191541,0.33409606872338654,0.04394865905812201,0.0005105612987399777,4.343877904506169,178.7775121787805
10,1,1.8475188767572668,0.15781528369638564,0.3413257555804549,0.07547448217208332,0.0013165848110468427,9.537057536036897,165.6993160915603
11,1,4.29647186336782,0.1400944985662762,0.37440208525506424,0.04437728676499525,0.0005859479136021103,10.051410947017601,188.24551404532036
12,1,0.21520422167640013,0.22546347680868717,0.24954028286947477,0.048796939628304295,0.000680875940203426,5.96001847581047,141.5445774682952
13,1,1.0732080132881474,0.17492598469736997,0.3487184109471807,0.04760375247554499,0.00045536772485060584,6.3043489270894675,167.08784947373357
14,1,0.6343761990735318,0.2949658118326445,0.2718897469652009,0.025691038143248357,0.0008797569257967588,7.681307416674177,157.68888231092586
15,1,1.0818374870770722,0.1741917367881871,0.37192749423754956,0.0683754831606587,0.00029746054273971546,12.877856810093304,157.95421886834762
16,1,2.041984023377577,0.2035812388255971,0.31080948803493974,0.03921084454896262,0.0004085523490194005,25.68600545138203,137.97509568109837
17,1,0.8434593024991315,0.1655180325384788,0.34429086022350935,0.03267469633262479,0.0004781336062185714,20.517174621040702,165.78910665754464
18,1,3.026853639481861,0.20404207811401073,0.32124481545130124,0.03186308528350989,0.0006695465244620805,17.19150425362107,198.13601677500708
19,1,1.132954777482095,0.14709870484759677,0.35828322464126455,0.008460961396248506,0.0007876437186354069,8.112093204041134,175.0392969980147
20,1,3.157153921665083,0.1971665573152732,0.3336394461269359,0.04572681914575808,0.0008515967576208975,22.182183148381377,140.37978762629774
21,1,1.455239312057257,0.20384149486700562,0.2951969564932161,0.01574330737333161,0.0013926008068914375,13.546542877256297,195.1800246859853
22,1,0.3260973103059295,0.16577483097445225,0.30736793282433444,0.029388131282716622,0.0008141139079807832,11.951569216458328,144.2019473425742
23,1,1.699904722009838,0.1631498831067851,0.314443371247786,0.0556487525080029,0.0005884552138033226,13.180519611716257,175.36289564425323
24,1,2.365063076402375,0.21249928663419515,0.31319114132856507,0.04220049248363907,0.0006873394552143565,15.992865346269673,190.59603269512385
25,1,2.7601954412700556,0.3020781739364819,0.2646876508598491,0.033087059017092524,0.001272872955761801,32.47413032443831,145.92067871635513
26,1,1.003168705618433,0.146736215177885,0.3838540508921449,0.04293274556619955,0.00040941610175641396,5.518455578367722,140.15845166008674
27,1,4.130322245721127,0.14027446548351447,0.38357123432907186,0.06201922604114074,0.0008034771146394622,8.272751900684472,154.19327181660185
28,1,0.0011794953926435453,0.5610100509167927,0.13788296800501829,0.023636924522598482,0.0020158459927081527,6.641111698547476,141.53452695390058
29,1,0.7078027303036559,0.22580716047730803,0.2989591885279375,0.02233575554094517,0.007485857154874359,8.013379778529284,171.20663637533355
30,1,0.6355246336927081,0.12943723110358363,0.36509624230913484,0.026914183080557593,0.0010821047036886438,4.7823209212009035,155.13003325078213
31,1,2.3452195283362913,0.2205594665824776,0.2926427140923916,0.040433106285752765,0.0006690597107106924,17.11763360555979,165.45670643210775
32,1,1.0995221941147362,0.17987951810099786,0.3412928451381947,0.03615770718909532,0.0005452661056517933,19.155117819078086,182.05545517696513
33,1,3.398821815143345,0.17723652904240428,0.3641085741103855,0.007736742052647377,0.0022026108705370234,17.7875104668166,141.8585812193077
