iteration,chain,prob_detect,prob_transmission,R0_other,detect_dispersion,init_infs,chg_pnt,sex_trans_red,sex_trans_red_post_WHO
26,1,0.7509805949217866,0.21247476037473403,0.06967931967828173,1063.9849567628003,0.12995028304277184,138.39737261413907,0.43123909450147474,0.11483879284022083
27,1,0.6960754076657879,0.1456680665778902,0.02257550306127419,2834.154447912447,0.10297166171078742,157.8258573836377,0.14295437720570023,0.07061274247834215
28,1,0.8346387312803853,0.12924036261975974,0.03957278996597614,1540.4393631797407,0.12355141028399946,174.50187351448443,0.019813432388104138,0.04170403087074562
29,1,0.7382521707716208,0.1380722897249471,0.05678786520956766,1579.1971876236626,0.10498443598549861,138.43776728211856,0.08788919141247463,0.03523478867758351
30,1,0.6536733322906394,0.17257116377523235,0.02987910813504139,533.4472569231136,0.1272011368097509,137.6901029338616,0.16523131497019056,0.3525582122562545
31,1,0.8538990726781243,0.16707120667982295,0.053522382521766436,914.8201168013558,0.3253606900944558,158.35791606647786,0.31641305670820996,0.22152549330058657
32,1,0.7222870830982856,0.1790733054156159,0.03840482019077069,867.2376380960075,0.186545949633049,145.72622714904503,0.28043004870239363,0.483898612956336
33,1,0.6443164027565897,0.2188793036904682,0.03537566687027355,35.72947819881373,0.1714488254509111,143.93203192800308,0.4068276678813935,0.07928045041674768
34,1,0.7183281664087383,0.1717696021733945,0.022206227803807984,882.8108327450857,0.17860891729902934,138.89173024305754,0.224757132904928,0.31819137025824207
35,1,0.5097417894980724,0.16582377853676095,0.034610840590967605,1306.433067850047,0.15072192036372098,150.35914887808804,0.09407178555457617,0.21680510228091107
36,1,0.8505981492170757,0.16451795952293957,0.06665738586018798,1411.6317392037342,0.14853131278689743,151.07649331184177,0.2828941014374987,0.19036846361886248
37,1,0.7635282424517406,0.13790596076114128,0.036529067412077926,25.598299923445893,0.13307109423661642,190.74316388447437,0.20656906030097574,0.11444623383310291
38,1,0.6839482524784241,0.24952961816285055,0.04740008294588275,155.1425207415205,0.19385890337583475,135.44272047576712,0.47745869098509586,0.10636211580275742
39,1,0.7463043015532068,0.12930311250081347,0.042504173668922625,307.1293738072406,0.12531877439542327,179.69376183657945,0.0611103846625073,0.17959070968365642
40,1,0.5121884801356533,0.27888835582403726,0.05343176437048223,2535.6544382810916,0.32054554650738015,136.60862539265713,0.4728416604540313,0.2678524793611609
41,1,0.905264121928216,0.13052486945536648,0.062308620237808324,1863.8287395860411,0.0982491394109114,184.49044855050835,0.21253942850846072,0.1178290113553337
42,1,0.6355830387851772,0.17336871276561028,0.031129110515763062,289.6302459078538,0.23447154622341915,156.03863545379474,0.21019239037078877,0.10043035716323784
43,1,0.671148329174427,0.14809487370064178,0.06653410944198017,1474.5884469830207,0.1803209189856254,165.12113525895828,0.18457440102887074,0.12508308890512834
44,1,0.697780434745646,0.12756879040010113,0.03887545541226728,165.8636404072205,0.1130617999843659,175.13536445734192,0.023024047769782785,0.25280240757591443
45,1,0.8150238898058746,0.13182601360452714,0.02904698151684891,2022.9668253111638,0.13263559825845164,143.82625350531922,0.007620916627229683,0.18573328173773473
46,1,0.803164227188993,0.15512832551040867,0.03812157645415455,2244.910842998517,0.13886779938634894,147.59223551950527,0.18039015162445335,0.17681898977618227
47,1,0.5693272083488085,0.18095284844513657,0.04388182355169294,307.4496258506015,0.14322192371294043,135.46149901414609,0.2266007816648702,0.3497399924549682
48,1,0.717715827172858,0.1964409710970389,0.048647726568893254,697.5735694367778,0.18731990541672197,143.28432724824026,0.34877789733754183,0.0799748559813955
49,1,0.7418518051267776,0.17718027848071993,0.043473509223922464,855.0421965802802,0.18812532741064664,153.29647978813068,0.2877982436378689,0.03648315640015143
50,1,0.8945689788573339,0.1471300944017056,0.043836316310783004,1494.1809845458038,0.10585797045160321,153.26472690357548,0.19520562891421486,0.06517436062712077
51,1,0.6753089175101649,0.210370241905914,0.05151048480279772,2069.381689201112,0.3060194533964901,148.5521417317843,0.373587042235181,0.29778231422063495
52,1,0.7836097867861501,0.14353501416189896,0.03830661418389507,1908.3280623022445,0.10644233250108559,142.58164344522626,0.12113656754245564,0.3289056028716286
53,1,0.6859058644841289,0.2640628799103193,0.03931078350603007,2503.051904119068,0.20657679837328846,138.3544836995361,0.5157701840938667,0.06382933705880647
54,1,0.683076952266127,0.21835844361167536,0.02774676044926499,585.886616844758,0.29190332718660683,146.25951877708056,0.40743239176593493,0.04403355281655286
55,1,0.8680235902419404,0.12138813414273134,0.013006469897364661,3422.449511754107,0.09675459281147102,193.61154253801436,0.016902542208212537,0.24923791186848154
56,1,0.6748544538442636,0.15298432899146078,0.05131525173780608,943.282219043861,0.16095602281163787,141.40197879843106,0.12545592142900555,0.337011929605512
57,1,0.5098126284985731,0.13742522954134004,0.03061768792012104,61.340498550781376,0.10019663636638572,198.18101529677858,0.017327665376311197,0.3123253109253279
58,1,0.5514731484047283,0.13933730761732946,0.04578206157853281,1947.290863925417,0.14910911995315845,177.84928795355694,0.049525491256729455,0.13081645674207265
59,1,0.7318770553283788,0.2203682670992824,0.04437306309398912,3808.7545459972844,0.36936559998012497,154.36006369687993,0.44817430832255795,0.1488373544240646
60,1,0.6731622051592858,0.1452879433771993,0.041193897181240835,597.6607848124565,0.1522532461676509,172.87200610159704,0.1970347511939381,0.08179992760904065
61,1,0.7208888015045751,0.17322784519899875,0.04638034881423449,2337.219794748042,0.21906653903691828,141.61619699326738,0.23114426897690804,0.20397387084936297
62,1,0.6929014071735595,0.12817093011471678,0.028016820386156167,1623.7866313229438,0.14379788480267908,145.8690897772658,0.03948588047499815,0.3482186573466008
63,1,0.6741521525809562,0.153677089699601,0.05274122791411889,212.0546495165696,0.1320491810409944,140.51465183692503,0.13171620899334854,0.02480298464824729
64,1,0.6558534738968146,0.13666066669430174,0.05716077734726162,1773.7144716528783,0.1350811542367774,138.5900830346805,0.057168799446692786,0.18551668391527565
65,1,0.6923044411714998,0.18531063736528763,0.009398433414353913,2376.9172519007284,0.2728927884289069,146.44710202146123,0.31107067908429764,0.21367827837421055
66,1,0.8065292841190496,0.2596444132837073,0.037919782983254095,147.04004893675426,0.12501952401776575,136.31651294303606,0.5324902393314614,0.12582795189289192
67,1,0.6686539279961958,0.14977994638709405,0.04991862728697853,809.5100396573855,0.12509015338915802,143.91309876493165,0.06986801593767518,0.15135394245615313
68,1,0.7789297945859854,0.17178172578287032,0.056760548301493643,1550.4684770455488,0.12500157305790943,136.37680638820257,0.28932950810009483,0.23786239976200646
69,1,0.659058622033535,0.2141270284618748,0.052076655803303194,1401.6835835916054,0.16086711677571483,149.61090952058404,0.4238100162495489,0.21334995021818873
70,1,0.8170452218397328,0.15204129889729195,0.030737952009491136,2344.278056470208,0.1290610881828874,149.1533424035121,0.19318355488197023,0.03765630793336487
71,1,0.7282732106920432,0.13417831992859147,0.06310045649276448,1567.995756587752,0.1105870246121101,162.3120943275444,0.06449789391316975,0.08181917670866601
72,1,0.7163143821712303,0.14863504291366378,0.04236806843788581,2514.5944453845086,0.12938992744397224,142.6242998900018,0.10296018038627236,0.5509473139453944
73,1,0.5027157822456609,0.18964939992088947,0.06218436672856212,410.2354037717673,0.17620132336621505,138.66485257022018,0.23539903637278334,0.030335619374953077
74,1,0.8161720149727121,0.2425628772853724,0.04755985785462474,119.56424350411078,0.24377659050929879,135.51492538939368,0.44793712124367674,0.2286270364582297
75,1,0.5729249022198163,0.15798188889289855,0.02547167877359827,568.1866560968687,0.18158969544598635,166.85081180534218,0.12510371608148552,0.11750848773143982
76,1,0.7429663258084988,0.17347279749477082,0.033940643202490205,1083.3548176797203,0.14013029701682522,141.64552311030354,0.24697996002316988,0.31776559602684323
77,1,0.7379170255529236,0.20092563646152872,0.031183152585293424,872.9760942722528,0.13994707781973026,135.7330930082744,0.33678191073221153,0.12466413470424889
78,1,0.697662381184531,0.1360738346347068,0.058862705851292885,525.0180444053814,0.18752874676585918,173.74413721238523,0.051251550739828435,0.17662446468643567
79,1,0.8220163274939355,0.14973411610255344,0.04950825842679669,2168.1685888814827,0.14546262261663986,142.98784511511099,0.14903266323465542,0.2098719388262327
80,1,0.6201968281257921,0.15385713906057624,0.033590812267738385,1400.2241882371984,0.1292896387472262,151.11723935669423,0.17610498651820825,0.10309701128839267
81,1,0.8697056499540499,0.16348022303933915,0.057824767920977155,1914.3794754912856,0.16714209538808938,160.4144072298443,0.30339119820320504,0.26465093500176207
82,1,0.7524239626309887,0.14376788934268334,0.024972043574871136,1165.5773774631343,0.13520661067363351,162.14148060332218,0.13699216391251332,0.026141444257274576
83,1,0.5050438387961647,0.17357428969064975,0.042765866659779314,1524.6588775600915,0.14476029755124495,139.29030713447472,0.1979409089971876,0.04711193007994374
84,1,0.6460035128358235,0.1462309818072149,0.04679933808920455,2552.081564231247,0.12051402455188602,154.76980261744333,0.06872004538809878,0.13077390639205289
85,1,0.7394268197639003,0.15939562606359753,0.05299811530633426,689.1557605751071,0.13883832773513452,137.11087439637066,0.1845142826819411,0.30652884138019576
86,1,0.5958331218974027,0.26098652163612357,0.03795952136460707,4072.8459527686923,0.2480902339761102,137.09318541784054,0.4420004276775406,0.11439184296911598
87,1,0.7008490941609007,0.18684668605821234,0.03746180986672661,1811.9730446586118,0.11372584002263222,135.23690886431635,0.28656400357063777,0.12071806946231946
88,1,0.6809185229633719,0.18939920158205856,0.051499026477090454,220.4955806194181,0.16387356734944064,139.85011663599752,0.3127719431148718,0.11458639731976188
89,1,0.7105707659088589,0.3840575356525544,0.03876704697837152,1278.873177508119,0.2696483276682655,137.73940669176866,0.6540289171235746,0.05496705619472565
90,1,0.742094074548962,0.16145709669225186,0.03496104719468601,677.8161909396947,0.1224374282331308,136.9006710344675,0.23224633014330384,0.17511005997752016
91,1,0.7863990568741132,0.15721809570829215,0.06098120820335378,1218.1871174617715,0.15291760312713898,139.9944044842996,0.1827969437556223,0.2136452240562436
92,1,0.8418155263873491,0.1490854536380111,0.048946807931742296,308.764139585226,0.11051236654573603,146.07628418563928,0.15366161166244136,0.16838818348830054
93,1,0.6573495946270719,0.2336869401074846,0.0324309769952081,756.7859914174115,0.29917757862520233,139.88813695419077,0.42907810304269256,0.31934583429043684
94,1,0.9073408814891573,0.12222099272282921,0.024210974499209302,1709.8061627008055,0.1080620638972604,154.31478826715679,0.06208962027215459,0.2611053740853369
95,1,0.7267201275063557,0.21053714209627983,0.05053551953141874,1795.2693055476175,0.18429867634879663,139.64242103263138,0.365011514037356,0.2595851683918271
96,1,0.6963848404582667,0.1436193742295132,0.022391350393094048,1571.806133668072,0.1553171674604808,158.85697560140136,0.15761615233533516,0.24148722322001293
97,1,0.5674623045257117,0.16036682967137203,0.018699666079180735,1854.4751421892415,0.1999270667153333,138.16971000193354,0.09940899689715581,0.030777694254810112
98,1,0.7367590443588825,0.13471527000676192,0.010669374735183333,1540.9736021698036,0.11384638948489531,156.40203310617775,0.03465902446871583,0.12475630133610338
99,1,0.574602223127937,0.15889133322280596,0.05780018878923689,462.060017172356,0.14259866347539984,136.84612850167971,0.1034179127895099,0.00790752621932475
100,1,0.7111948710188325,0.15328205153248334,0.024411124629814807,133.75641202553322,0.13922093241783073,153.92053846317683,0.13111818940310171,0.1452959331812675
101,1,0.9817067218192601,0.16157476567089188,0.03337622374869453,2389.5609252586473,0.16956147647047826,147.43601158429576,0.27723601848210555,0.16869999560526797
102,1,0.7218747583030827,0.1537992346401234,0.02061424405690863,519.6442607921992,0.10745609822213018,154.7240734392932,0.20381436370463646,0.198419272147702
103,1,0.6881292847636702,0.1927614332708273,0.03663172996945623,1004.6502837804092,0.20043274454473364,145.05840727948103,0.3430457959633804,0.20440324848258534
104,1,0.9963100497628854,0.13826318650281794,0.040099854211941434,110.87696634872009,0.11297105065528645,163.30179761303808,0.1749658055178552,0.25306934518208835
105,1,0.7906969679745951,0.17212412367675609,0.03657203006667445,1601.6324411078983,0.16704483789263272,141.4515195426599,0.2973568199447353,0.2162403353617758
106,1,0.7412431429209397,0.16308995791483066,0.03946245566777355,1162.8280355713841,0.11008457623179407,143.7044325468685,0.1614726580937738,0.12498819406344602
107,1,0.6460819393700227,0.14185718449166093,0.018336161253051146,813.8628768099272,0.14742456425620112,158.25688614658407,0.066598398981803,0.06484697628714425
108,1,0.9035104770647251,0.3621363224800348,0.043718173747255624,2070.2055188472486,0.31215956052906674,138.66426489781946,0.6607811056879132,0.18495339346005915
109,1,0.804215222269594,0.1850559391622286,0.03197398976702604,1362.8996605096088,0.2458840579110446,161.0330924490377,0.33539227989595877,0.16721796565584776
110,1,0.4633649409684821,0.17102632455530314,0.02001881875664019,939.8121265739994,0.27859187470323726,156.18525286173892,0.13629698525256534,0.0964855034116888
111,1,0.5496751269087435,0.174357735388616,0.030681383990810496,671.4902835180685,0.5326416845134989,154.1370699923003,0.22812414111677598,0.041435015645214845
112,1,0.8694319384395874,0.16451952388507438,0.048545693856463706,540.7708020785852,0.17403153901198934,149.55606522796896,0.24442724987759945,0.10969666591990165
113,1,0.9564659824091496,0.17408721038314012,0.039733470421908376,1142.0502487699464,0.11436375685027766,135.47910822712026,0.30289930302734147,0.17836796188527002
114,1,0.6637703638693425,0.15868351579110326,0.031059077755669594,1974.0195328624004,0.1269725122562741,145.17694636933388,0.14723146035441517,0.2755223302364018
115,1,0.914986741205159,0.27052295888775624,0.028502847532717347,280.18242127540003,0.14737064830450458,138.74197645444792,0.561580987617478,0.02411449981542388
116,1,0.7144273542043548,0.21839925417247977,0.06606525275227255,329.8280880578583,0.1910086291199926,145.68131679731997,0.42730108389734384,0.2750292597111253
117,1,0.7237519655784248,0.13444246600703702,0.0197862387526521,1195.4407763634633,0.1230566926195694,186.94633045941734,0.11005511621131589,0.09773994835197482
118,1,0.7643650453218969,0.14787650835556013,0.044598401032463555,1688.0283958661792,0.07367750774257723,156.30899797577095,0.14551154855052092,0.029273412167107077
119,1,0.9287292973284224,0.1345033848856064,0.07147301691587138,659.354781363192,0.11554527836070654,161.8382552365541,0.14285016385074484,0.42394581180275076
120,1,0.5829840835826856,0.14165789511188795,0.03514467314009387,610.813359299092,0.17909475966818,177.48990661361174,0.07088302529254603,0.1858016623016421
121,1,0.7982595378399439,0.18993718032012757,0.03188579726144436,2210.9676618272747,0.20576493914311128,142.2519466425472,0.33046799016312584,0.37042466683954334
122,1,0.5343695820361756,0.17669210799072746,0.015926080546792662,154.31671190734187,0.1787165620838151,147.88597255585321,0.23171276238652494,0.20931584709471657
123,1,0.5898329149616157,0.17458049671415451,0.04602051503255397,1179.7976191098116,0.1504675644901013,144.06885731236616,0.20254399042115456,0.040071368859533635
124,1,0.7577218514540766,0.18678794201312823,0.022856352935610717,2311.8118878227824,0.18186696669795704,149.62431664614348,0.29339281945973766,0.4051489363834545
125,1,0.7259627321329157,0.2027047037612805,0.03494316460132149,1850.0937621278285,0.24759465604613773,157.93930244966384,0.3912213320051936,0.14346602242291698
126,1,0.8327006588064759,0.17969908847803823,0.030766225486581172,1500.0405081025772,0.1278041127475626,136.21562546173516,0.2942944851951634,0.4932217072172569
127,1,0.5966735672737434,0.17424614998965576,0.06574339233632903,2709.471732835265,0.21845336014920555,160.18650831273933,0.27706897985315054,0.09217625643507502
128,1,0.7521287818160229,0.13811893573499057,0.03181229960287601,514.7673499169794,0.14912383711948313,151.7850617063475,0.022395767851160903,0.038185863494478334
129,1,0.6934353804136848,0.1652725610760668,0.049539688830295005,749.351520661474,0.24466738974372718,146.63896289826133,0.18043741511217543,0.1449942824116835
130,1,0.9155965110961201,0.1995298846143303,0.03098684283518455,1995.9504716976726,0.1022881738743774,136.49228718576566,0.37132655998608427,0.04642869740625427
131,1,0.7559807685219281,0.15756271279033848,0.017441582755809246,1878.837164418569,0.1414015804057614,159.87400040834632,0.28950584645263194,0.061682372938969526
132,1,0.6737353415198679,0.13840947591782282,0.04496106947095507,605.3517883807815,0.12443854591426087,198.67147743538027,0.17072966339701373,0.10842733922072022
133,1,0.6593026442859802,0.15792290028196473,0.058420083797618774,1269.6677721840397,0.18014656497246653,138.3855734095944,0.19366616881917556,0.038636906415962846
134,1,0.5727996069893282,0.17122446968232463,0.040918345114664474,1363.7306669008663,0.2638354173673387,141.44245330339405,0.1473318366782878,0.1420194987231812
135,1,0.7122900439834385,0.13076079776119226,0.053978897578930846,1405.845302740903,0.13408559449328414,181.4094004798339,0.09904204905046107,0.019599216807436468
136,1,0.7676602715660636,0.2387892315609464,0.028773421311437772,493.8018609508508,0.27374725471037514,141.58957720027692,0.47301224137613673,0.11546556412151174
137,1,0.7894315535675512,0.13878642226902074,0.04550116155631864,91.84220015064682,0.13327679655840555,156.81483254485266,0.10767315325898161,0.17917332927038856
138,1,0.7031368823490793,0.14493731889024775,0.022849060862044045,2573.731157648712,0.11790400830423589,145.5859549813613,0.07642265862967598,0.028326378929533075
139,1,0.8575672348305968,0.1235047144648473,0.06085680227687364,1769.305811481833,0.09769812903381583,191.42699194517238,0.33732708208799256,0.055205009031800624
140,1,0.8104646697869603,0.16915483520676597,0.03461772434811682,1072.4127577522881,0.09638958048264498,139.2247772399388,0.2331478012360535,0.21391463295648624
141,1,0.6338348477642557,0.15293732572340246,0.030090719285595036,3241.198055779177,0.3546867694462675,169.964902182942,0.20426909532656423,0.04410487824924125
142,1,0.7523949140626297,0.19615623534031618,0.024346599137451935,2456.655828902436,0.15130413816897512,142.0173216433254,0.3738067286057064,0.12097068445806164
143,1,0.6819619195139477,0.17573246824027663,0.022400323417800933,554.1185224234678,0.14944064109064237,135.82291614987867,0.2989167454969098,0.060435627129069136
144,1,0.7544043569627151,0.3282741457554605,0.04410096336379533,267.45796827321703,0.27160139518888976,135.67808665292358,0.5952890014826757,0.31285185491500034
145,1,0.7968675066084585,0.1359447666282746,0.036290277886414125,1053.2658792300062,0.15781751929746698,150.63707864629635,0.023692080759253886,0.19717838623385595
146,1,0.6661354271038975,0.1548767567911084,0.03572890375817959,2694.0310201665143,0.12364637159871919,163.86983756872246,0.13647297031824554,0.06696170369737002
147,1,0.7333943605418469,0.12599852483780632,0.04624755418010154,3669.1323173921946,0.09891670248305967,159.15820873867833,0.02828020497674936,0.18288019967119892
148,1,0.9435002068238112,0.16285993786363875,0.022000257656879633,45.10019245400437,0.13490620223159583,146.69683312527937,0.3025188377543243,0.11093255500920154
149,1,0.7152446737325211,0.1735942240043739,0.0543261000674733,414.2625639796289,0.1937300201417885,146.55981962661883,0.32762749241971056,0.06115528987987623
150,1,0.7979430238224174,0.11743398428960528,0.049273046037183854,1079.725765757336,0.09624411836130999,179.67956188076505,0.04284220472447481,0.10232859765873636
151,1,0.6375416027113068,0.23906833223237256,0.035569693146622276,936.6926864326019,0.1795372284986888,138.74198250234315,0.41502561583329173,0.13397332831762582
152,1,0.5288512513695934,0.2170959161356802,0.023312672981637292,326.9132991981865,0.20593040239760405,147.6065493620091,0.29158497261749927,0.35646331424225275
153,1,0.9057451090833427,0.18681163631901887,0.0369591781203101,752.9376167044128,0.15623478496223966,138.3061047637753,0.3486589631995427,0.2166668121133235
154,1,0.7344906684579815,0.19839091353689098,0.016036327181762948,1225.9005510111924,0.1136755000016039,135.8259444284961,0.3724914687578313,0.3175594023510942
155,1,0.7459776290287208,0.25214543185262445,0.04274347684255721,1856.623241636673,0.22561827404801005,137.88841488810326,0.5067003595265158,0.255188086753575
156,1,0.5918047340666419,0.15056333541049438,0.027449225228049254,872.3430025649021,0.17955884424333948,162.45420672210025,0.12074323815319259,0.17789162322837873
157,1,0.6230359011243581,0.3491762664800032,0.036429536053651394,2874.072272048411,0.2553662295021024,137.8435254716591,0.6078014988717813,0.20807589103700522
158,1,0.8580918960342302,0.15254527589004585,0.055847943220684954,1250.468462385622,0.1309237115863395,149.8619786533502,0.21339329412086575,0.14643785423072522
159,1,0.7341877102710687,0.20432675711018086,0.03464630728375972,218.4372753554353,0.14764724626999234,135.66900785670893,0.3437917013744452,0.4075486151294949
160,1,0.8022070555779651,0.13375851053324975,0.035264021124906696,840.0410653338588,0.1270105974463373,174.13881923252032,0.05097680199270212,0.3616907460073354
161,1,0.8133040134461519,0.1453575599834949,0.03964467039098744,1314.9007304464526,0.12530997364891455,165.20893808423006,0.17562305781006843,0.2801662969793004
162,1,0.9287591771797701,0.1390424459908437,0.03840992455455141,39.85411530129636,0.08797374659602193,161.52474667030117,0.19367531473752667,0.09334345747070563
163,1,0.4949011170737494,0.1688465866620371,0.0670485718997387,1205.2199585859873,0.14945846816930747,138.67231576259152,0.14927275800389278,0.07036174971985393
164,1,0.6605627849261964,0.14593220928814174,0.05713298068088351,2969.33102108191,0.13466569951067833,141.47529554712168,0.05449022318255771,0.19711233855973975
165,1,0.7431269716043521,0.1804506324648145,0.04494499381662998,113.16498267501686,0.15960979287855712,144.2590465669225,0.2927754186367174,0.20906813523160003
166,1,0.5074733165386925,0.14614704755707222,0.06020308116934658,1714.3532586652518,0.15292473688998742,179.7347592808862,0.050913608499848384,0.02254595397276589
167,1,0.6940109263030882,0.16161112149874518,0.049363921312955764,2034.2616388956158,0.15875684039405832,154.68375561817757,0.2302811097138276,0.17428775969348248
168,1,0.7913059298687083,0.13697783276638426,0.02973767051092002,2478.9226714640454,0.10107226188996897,152.01649633609583,0.10225492187488908,0.1910129673640407
169,1,0.7276411165288842,0.15180750088265796,0.014520606076607953,768.9865405821291,0.23214867267606393,149.71850119742192,0.14035472073228028,0.24699508873351061
170,1,0.8311375051115274,0.12939022246005377,0.03660928883002934,731.1897677947854,0.09338164343702565,198.94195102454873,0.26507918551723686,0.42023030038618836
171,1,0.9208788704657032,0.1516639701754048,0.048856675036515695,1507.0217710434245,0.0964441692561653,136.23561019115243,0.23697910264785657,0.04776470131181253
172,1,0.7971760544501265,0.13214951982987916,0.06520139097122576,1583.8349303609457,0.11290434546530381,174.50162588672688,0.10325096197798728,0.24526784677840485
173,1,0.4925360001662403,0.18038600583680234,0.02362757839110248,1553.1724485881057,0.2652858743860137,143.90092060775964,0.14592609037648424,0.15385269773649565
174,1,0.6253013980881735,0.14446034598610039,0.057431387731314336,1306.1906136149037,0.12609388738702132,188.62370078402526,0.06367291290618782,0.21741035699946662
175,1,0.8286278015835753,0.1624538568534881,0.02336267810029532,175.8734931964364,0.16142925030451563,157.48198116294037,0.24088548333696952,0.2965187431100111
176,1,0.7963002234499006,0.1653924514343147,0.06828538298705841,2487.6758331786814,0.1630045693051833,156.43528004218328,0.2753904426537591,0.015590676660475394
177,1,0.44202406978685993,0.15758651080391572,0.0463855717493709,1528.6075191188922,0.22777749676009953,145.6467924371691,0.04142587028239586,0.19759857544193585
178,1,0.6268539619699377,0.14482346604422652,0.029988579795304653,815.1195349319717,0.13262545725473626,177.71745095732746,0.1789034722864156,0.2200404215202818
179,1,0.9119436520907455,0.18901279205570196,0.04646481814733201,508.8603942110317,0.13442170306640996,136.48943898637893,0.3420810801365826,0.05080830786911113
180,1,0.8390828629294902,0.280597825757793,0.04716353270288396,2088.106109367878,0.302731192370668,146.43426001471792,0.5745336914811904,0.18029133697098285
181,1,0.7742477949147949,0.154408208920086,0.04528382665097245,226.99980585086854,0.12011136215682708,152.06727571834327,0.19502427852033002,0.11812114753057917
182,1,0.6777657994160763,0.16016157933371747,0.029738871747782756,1551.2410034067923,0.20124107769079855,158.49891928247402,0.1951459003352963,0.07754589346088396
183,1,0.7946654931904131,0.13153041213270134,0.038053278774905115,1438.3901425151864,0.13029370292420345,183.25132915705373,0.06541197812691024,0.06129338778189612
184,1,0.916847921430616,0.11928931284414959,0.028952720180532986,2275.3872713040973,0.08625251173642844,196.88890786746515,0.09338934971097008,0.09091790265668051
185,1,0.8578838910952917,0.30507685444029425,0.034213412875729945,1053.6168828772231,0.7690857520837038,150.08227343881444,0.6134379677796036,0.2315645391960254
186,1,0.7947175812264248,0.12004506083712128,0.020728385075212907,573.1535049925241,0.09823711776589783,181.09568330106617,0.03343401557151428,0.006862956220314992
